,view_rate,date,start time,finish time
세상에서 제일 예쁜 내 딸,29.450000000000003,20190901,,에러
미운 우리 새끼,16.7,20190901,밤9:05, 11:05
슈퍼맨이 돌아왔다,12.6,20190901,오후9:15, 11:10
KBS 뉴스 9,9.8,20190901,밤9시, 10시매주 주말 밤 9시 
전국노래자랑,9.4,20190901,일요일낮, 1:20
KBS 뉴스 12,8.5,20190901,낮12시, 오후 1시
TV 동물농장,8.5,20190901,일요일오전, 10:50
호텔 델루나,8.1015,20190901,9시10분, 10시 40분
미스터리 음악쇼 복면가왕,7.5,20190901,저녁6:15, 7:55
사장님 귀는 당나귀 귀,7.5,20190901,오후5:00, 6:30
여름아 부탁해,20.5,20190902,저녁8:30, 9:00
태양의 계절 (드라마),13.0,20190902,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,10.8,20190902,밤9시, 10시매주 주말 밤 9시 
인간극장,9.0,20190902,아침7:50, 8:25
KBS 뉴스 7,9.0,20190902,저녁7시, 7시 40분
우리말 겨루기,7.4,20190902,저녁7:40, 8:25
가요무대,7.3,20190902,밤10:00, 10:50
생활의 달인,7.1,20190902,밤8:55, 9:40
아침마당,6.6,20190902,8시25분, 오전 9시 30분
6시 내고향,6.3,20190902,저녁6시, 7시
여름아 부탁해,20.4,20190903,저녁8:30, 9:00
태양의 계절 (드라마),12.5,20190903,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,11.4,20190903,밤9시, 10시매주 주말 밤 9시 
인간극장,7.9,20190903,아침7:50, 8:25
KBS 뉴스 7,7.0,20190903,저녁7시, 7시 40분
JTBC 뉴스룸,6.744,20190903,,에러
아내의 맛,6.527,20190903,밤10시, 12시
아침마당,6.5,20190903,8시25분, 오전 9시 30분
불타는 청춘 (텔레비전 프로그램),6.35,20190903,밤10:40, 12:00
6시 내고향,6.1,20190903,저녁6시, 7시
여름아 부탁해,21.5,20190904,저녁8:30, 9:00
태양의 계절 (드라마),13.1,20190904,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,12.1,20190904,밤9시, 10시매주 주말 밤 9시 
아침마당,8.7,20190904,8시25분, 오전 9시 30분
인간극장,8.5,20190904,아침7:50, 8:25
살림하는 남자들,8.1,20190904,밤9:15, 10:30
KBS 뉴스 7,7.5,20190904,저녁7시, 7시 40분
수상한 장모,7.1,20190904,아침8:35, 9:10
KBS 뉴스광장,7.1,20190904,매주월요일, 토요일 아침 6시 
다큐멘터리 3일,6.9,20190904,,에러
태양의 계절 (드라마),13.3,20190905,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
여름아 부탁해,12.7,20190905,저녁8:30, 9:00
KBS 뉴스 9,12.7,20190905,밤9시, 10시매주 주말 밤 9시 
인간극장,8.7,20190905,아침7:50, 8:25
순간포착 세상에 이런일이,8.55,20190905,밤8:55, 9:40
한국인의 밥상,7.3,20190905,,에러
KBS 뉴스 7,7.0,20190905,저녁7시, 7시 40분
수상한 장모,6.8,20190905,아침8:35, 9:10
6시 내고향,6.8,20190905,저녁6시, 7시
대한민국 축구 국가대표팀,6.7,20190905,,에러
여름아 부탁해,18.9,20190906,저녁8:30, 9:00
KBS 뉴스 9,13.5,20190906,밤9시, 10시매주 주말 밤 9시 
인간극장,9.1,20190906,아침7:50, 8:25
나 혼자 산다,8.399999999999999,20190906,밤11:10, 12:50
궁금한 이야기 Y,7.95,20190906,저녁8:55, 9:55
의사요한,7.8999999999999995,20190906,밤10:00, 11:10
아침마당,7.8,20190906,8시25분, 오전 9시 30분
SBS 8 뉴스,7.1,20190906,매주월요일, 목요일 밤 7:50 
KBS 뉴스광장,6.9,20190906,매주월요일, 토요일 아침 6시 
6시 내고향,6.4,20190906,저녁6시, 7시
세상에서 제일 예쁜 내 딸,28.9,20190907,,에러
KBS 뉴스 9,9.9,20190907,밤9시, 10시매주 주말 밤 9시 
불후의 명곡,9.7,20190907,매주 일요일 오후 5시 30분,에러
의사요한,9.3,20190907,밤10:00, 11:10
KBS 뉴스광장,8.4,20190907,매주월요일, 토요일 아침 6시 
KBS 뉴스특보,8.35,20190907,,에러
황금정원,8.299999999999999,20190907,밤9:05, 11:05
정글의 법칙,8.1,20190907,밤9:00, 10:00
백종원의 골목식당,7.2,20190907,밤10:35,
전지적 참견 시점,7.1,20190907,밤11:10, 12:50
세상에서 제일 예쁜 내 딸,29.5,20190908,,에러
미운 우리 새끼,16.599999999999998,20190908,밤9:05, 11:05
슈퍼맨이 돌아왔다,13.2,20190908,오후9:15, 11:10
KBS 뉴스 9,10.6,20190908,밤9시, 10시매주 주말 밤 9시 
TV 동물농장,9.65,20190908,일요일오전, 10:50
전국노래자랑,9.0,20190908,일요일낮, 1:20
KBS 뉴스 12,8.5,20190908,낮12시, 오후 1시
아스달 연대기,8.068,20190908,밤9시, 10시 55분
구해줘! 홈즈,7.6,20190908,밤10:35, 12:15
집사부일체,7.5,20190908,저녁6:25, 7:55
여름아 부탁해,20.7,20190909,저녁8:30, 9:00
KBS 뉴스 9,12.5,20190909,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),12.2,20190909,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
가요무대,9.3,20190909,밤10:00, 10:50
우리말 겨루기,8.6,20190909,저녁7:40, 8:25
인간극장,8.6,20190909,아침7:50, 8:25
KBS 뉴스 7,8.1,20190909,저녁7시, 7시 40분
아침마당,8.0,20190909,8시25분, 오전 9시 30분
JTBC 뉴스룸,6.839,20190909,,에러
SBS 8 뉴스,6.4,20190909,매주월요일, 목요일 밤 7:50 
여름아 부탁해,20.2,20190910,저녁8:30, 9:00
태양의 계절 (드라마),12.9,20190910,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
2022년 FIFA 월드컵 아시아 지역 2차 예선,11.6,20190910,,에러
KBS 뉴스 9,11.2,20190910,밤9시, 10시매주 주말 밤 9시 
인간극장,8.9,20190910,아침7:50, 8:25
KBS 뉴스 7,7.5,20190910,저녁7시, 7시 40분
아내의 맛,6.586,20190910,밤10시, 12시
6시 내고향,6.5,20190910,저녁6시, 7시
이웃집 찰스,6.5,20190910,,에러
JTBC 뉴스룸,6.443,20190910,,에러
여름아 부탁해,18.8,20190911,저녁8:30, 9:00
KBS 뉴스 9,11.4,20190911,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),11.0,20190911,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
인간극장,8.7,20190911,아침7:50, 8:25
아침마당,8.1,20190911,8시25분, 오전 9시 30분
다큐멘터리 3일,7.2,20190911,,에러
생로병사의 비밀,7.0,20190911,밤10:00, 10:50
살림하는 남자들,6.5,20190911,밤9:15, 10:30
백종원의 골목식당,6.4,20190911,밤10:35,
KBS 뉴스광장,6.2,20190911,매주월요일, 토요일 아침 6시 
여름아 부탁해,17.1,20190912,저녁8:30, 9:00
KBS 뉴스 9,9.8,20190912,밤9시, 10시매주 주말 밤 9시 
한국인의 밥상,8.2,20190912,,에러
순간포착 세상에 이런일이,7.95,20190912,밤8:55, 9:40
"부르면 복이 와요, 달리는 노래방",7.8,20190912,,에러
송가인이 간다,7.307,20190912,에러,에러
아침마당,7.3,20190912,8시25분, 오전 9시 30분
SBS 8 뉴스,7.2,20190912,매주월요일, 목요일 밤 7:50 
국가부도의 날,7.1,20190912,,에러
인간극장,7.1,20190912,아침7:50, 8:25
여름아 부탁해,15.5,20190913,저녁8:30, 9:00
KBS 뉴스 9,9.3,20190913,밤9시, 10시매주 주말 밤 9시 
내안의 그놈,8.8,20190913,,에러
TV는 사랑을 싣고,8.8,20190913,오전10:40, 11:50
내안의 그놈,8.1,20190913,,에러
나 혼자 산다,7.6,20190913,밤11:10, 12:50
"부르면 복이 와요, 달리는 노래방",7.1,20190913,,에러
맛남의 광장,6.7,20190913,밤9:40, 11:00
추석특선영화,6.3,20190913,에러,에러
KBS 뉴스광장,5.8,20190913,매주월요일, 토요일 아침 6시 
세상에서 제일 예쁜 내 딸,26.6,20190914,,에러
불후의 명곡,8.95,20190914,매주 일요일 오후 5시 30분,에러
추석특선영화,8.1,20190914,에러,에러
신과함께: 인과 연,7.7,20190914,,에러
신과함께: 인과 연,7.5,20190914,,에러
황금정원,7.033333333333334,20190914,밤9:05, 11:05
신과함께: 인과 연,6.7,20190914,,에러
KBS 930 뉴스,6.7,20190914,9시30분, 10시  매주 토요일 오전 9시 30분 
시니어토크쇼 황금연못,6.6,20190914,,에러
뺑반,6.5,20190914,,에러
세상에서 제일 예쁜 내 딸,30.549999999999997,20190915,,에러
미운 우리 새끼,18.400000000000002,20190915,밤9:05, 11:05
슈퍼맨이 돌아왔다,12.25,20190915,오후9:15, 11:10
전국노래자랑,11.2,20190915,일요일낮, 1:20
TV 동물농장,9.45,20190915,일요일오전, 10:50
KBS 뉴스 12,8.4,20190915,낮12시, 오후 1시
집사부일체,8.3,20190915,저녁6:25, 7:55
KBS 뉴스 9,8.2,20190915,밤9시, 10시매주 주말 밤 9시 
성난황소,7.9,20190915,,에러
사장님 귀는 당나귀 귀,7.8,20190915,오후5:00, 6:30
여름아 부탁해,13.149999999999999,20190916,저녁8:30, 9:00
태양의 계절 (드라마),13.0,20190916,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,11.8,20190916,밤9시, 10시매주 주말 밤 9시 
KBS 뉴스 7,7.7,20190916,저녁7시, 7시 40분
가요무대,7.6,20190916,밤10:00, 10:50
생활의 달인,7.6,20190916,밤8:55, 9:40
인간극장,7.5,20190916,아침7:50, 8:25
우리말 겨루기,7.1,20190916,저녁7:40, 8:25
SBS 8 뉴스,6.5,20190916,매주월요일, 목요일 밤 7:50 
동상이몽 2,6.45,20190916,밤10:40, 12:00
여름아 부탁해,21.3,20190917,저녁8:30, 9:00
태양의 계절 (드라마),13.0,20190917,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,11.9,20190917,밤9시, 10시매주 주말 밤 9시 
인간극장,9.1,20190917,아침7:50, 8:25
KBS 뉴스특보,7.8,20190917,,에러
아침마당,7.65,20190917,8시25분, 오전 9시 30분
본격연예 한밤,7.4,20190917,밤8:55, 9:55
KBS 뉴스 7,6.8,20190917,저녁7시, 7시 40분
수상한 장모,6.4,20190917,아침8:35, 9:10
웰컴2라이프,6.2,20190917,밤8:55, 10:05
여름아 부탁해,21.0,20190918,저녁8:30, 9:00
태양의 계절 (드라마),12.6,20190918,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,11.5,20190918,밤9시, 10시매주 주말 밤 9시 
인간극장,8.8,20190918,아침7:50, 8:25
살림하는 남자들,7.7,20190918,밤9:15, 10:30
아침마당,7.7,20190918,8시25분, 오전 9시 30분
동백꽃 필 무렵,7.15,20190918,밤10:00, 11:10
생로병사의 비밀,6.4,20190918,밤10:00, 10:50
KBS 뉴스 7,6.3,20190918,저녁7시, 7시 40분
SBS 8 뉴스,6.3,20190918,매주월요일, 목요일 밤 7:50 
여름아 부탁해,13.25,20190919,저녁8:30, 9:00
태양의 계절 (드라마),12.5,20190919,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,11.3,20190919,밤9시, 10시매주 주말 밤 9시 
한국인의 밥상,7.9,20190919,,에러
순간포착 세상에 이런일이,7.9,20190919,밤8:55, 9:40
동백꽃 필 무렵,7.85,20190919,밤10:00, 11:10
인간극장,7.3,20190919,아침7:50, 8:25
KBS 뉴스 7,6.2,20190919,저녁7시, 7시 40분
수상한 장모,5.9,20190919,아침8:35, 9:10
송가인이 간다,5.812,20190919,에러,에러
여름아 부탁해,20.2,20190920,저녁8:30, 9:00
태양의 계절 (드라마),12.7,20190920,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,11.6,20190920,밤9시, 10시매주 주말 밤 9시 
궁금한 이야기 Y,9.05,20190920,저녁8:55, 9:55
배가본드 (드라마),9.0,20190920,밤10:00, 11:10
인간극장,8.5,20190920,아침7:50, 8:25
나 혼자 산다,8.1,20190920,밤11:10, 12:50
TV는 사랑을 싣고,7.9,20190920,오전10:40, 11:50
아침마당,7.3,20190920,8시25분, 오전 9시 30분
KBS 뉴스 7,6.7,20190920,저녁7시, 7시 40분
세상에서 제일 예쁜 내 딸,28.049999999999997,20190921,,에러
불후의 명곡,8.9,20190921,매주 일요일 오후 5시 30분,에러
KBS 뉴스 9,8.8,20190921,밤9시, 10시매주 주말 밤 9시 
배가본드 (드라마),8.5,20190921,밤10:00, 11:10
황금정원,7.5,20190921,밤9:05, 11:05
정글의 법칙,7.35,20190921,밤9:00, 10:00
시니어토크쇼 황금연못,7.3,20190921,,에러
아스달 연대기,7.251,20190921,밤9시, 10시 55분
걸어서 세계속으로,7.1,20190921,아침9:40, 10:30
김영철의 동네 한 바퀴,7.1,20190921,저녁7:10, 8:00
세상에서 제일 예쁜 내 딸,31.55,20190922,,에러
미운 우리 새끼,16.8,20190922,밤9:05, 11:05
슈퍼맨이 돌아왔다,13.4,20190922,오후9:15, 11:10
TV 동물농장,9.2,20190922,일요일오전, 10:50
KBS 뉴스 9,8.1,20190922,밤9시, 10시매주 주말 밤 9시 
런닝맨 (텔레비전 프로그램),7.6,20190922,오후5:00, 6:25
아스달 연대기,7.581,20190922,밤9시, 10시 55분
집사부일체,7.199999999999999,20190922,저녁6:25, 7:55
사장님 귀는 당나귀 귀,7.1,20190922,오후5:00, 6:30
미스터리 음악쇼 복면가왕,7.0,20190922,저녁6:15, 7:55
여름아 부탁해,22.1,20190923,저녁8:30, 9:00
KBS 뉴스 9,13.0,20190923,밤9시, 10시매주 주말 밤 9시 
태양의 계절 (드라마),12.5,20190923,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
가요무대,8.5,20190923,밤10:00, 10:50
KBS 뉴스 7,8.2,20190923,저녁7시, 7시 40분
인간극장,8.2,20190923,아침7:50, 8:25
우리말 겨루기,8.1,20190923,저녁7:40, 8:25
아침마당,6.9,20190923,8시25분, 오전 9시 30분
KBS 뉴스광장,6.8,20190923,매주월요일, 토요일 아침 6시 
생활의 달인,6.25,20190923,밤8:55, 9:40
여름아 부탁해,22.0,20190924,저녁8:30, 9:00
태양의 계절 (드라마),13.4,20190924,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,10.7,20190924,밤9시, 10시매주 주말 밤 9시 
인간극장,7.5,20190924,아침7:50, 8:25
KBS 뉴스 7,7.5,20190924,저녁7시, 7시 40분
아내의 맛,6.719,20190924,밤10시, 12시
6시 내고향,6.2,20190924,저녁6시, 7시
이웃집 찰스,6.2,20190924,,에러
본격연예 한밤,6.05,20190924,밤8:55, 9:55
아침마당,6.0,20190924,8시25분, 오전 9시 30분
여름아 부탁해,20.8,20190925,저녁8:30, 9:00
태양의 계절 (드라마),12.3,20190925,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,11.0,20190925,밤9시, 10시매주 주말 밤 9시 
동백꽃 필 무렵,10.2,20190925,밤10:00, 11:10
인간극장,8.6,20190925,아침7:50, 8:25
살림하는 남자들,8.1,20190925,밤9:15, 10:30
아침마당,7.5,20190925,8시25분, 오전 9시 30분
KBS 뉴스 7,6.5,20190925,저녁7시, 7시 40분
생로병사의 비밀,6.3,20190925,밤10:00, 10:50
신입사관 구해령,6.2,20190925,저녁8:55, 밤 10:05
여름아 부탁해,21.7,20190926,저녁8:30, 9:00
태양의 계절 (드라마),12.7,20190926,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,10.1,20190926,밤9시, 10시매주 주말 밤 9시 
동백꽃 필 무렵,8.7,20190926,밤10:00, 11:10
인간극장,8.3,20190926,아침7:50, 8:25
순간포착 세상에 이런일이,8.3,20190926,밤8:55, 9:40
한국인의 밥상,6.8,20190926,,에러
송가인이 간다,5.94,20190926,에러,에러
SBS 8 뉴스,5.7,20190926,매주월요일, 목요일 밤 7:50 
수상한 장모,5.7,20190926,아침8:35, 9:10
여름아 부탁해,20.5,20190927,저녁8:30, 9:00
태양의 계절 (드라마),11.8,20190927,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,10.4,20190927,밤9시, 10시매주 주말 밤 9시 
궁금한 이야기 Y,9.2,20190927,저녁8:55, 9:55
배가본드 (드라마),8.266666666666666,20190927,밤10:00, 11:10
나 혼자 산다,7.800000000000001,20190927,밤11:10, 12:50
인간극장,7.5,20190927,아침7:50, 8:25
TV는 사랑을 싣고,6.6,20190927,오전10:40, 11:50
SBS 8 뉴스,6.3,20190927,매주월요일, 목요일 밤 7:50 
수상한 장모,6.1,20190927,아침8:35, 9:10
사랑은 뷰티풀 인생은 원더풀,16.85,20190928,저녁7:55, 밤 9:15
배가본드 (드라마),9.166666666666666,20190928,밤10:00, 11:10
KBS 뉴스 9,8.4,20190928,밤9시, 10시매주 주말 밤 9시 
그것이 알고싶다,8.2,20190928,밤11:00, 12:30
황금정원,7.7749999999999995,20190928,밤9:05, 11:05
정글의 법칙,7.75,20190928,밤9:00, 10:00
불후의 명곡,7.7,20190928,매주 일요일 오후 5시 30분,에러
김영철의 동네 한 바퀴,7.5,20190928,저녁7:10, 8:00
노래가 좋아,6.1,20190928,저녁8:30, 9:25
시니어토크쇼 황금연못,5.9,20190928,,에러
사랑은 뷰티풀 인생은 원더풀,21.05,20190929,저녁7:55, 밤 9:15
미운 우리 새끼,16.2,20190929,밤9:05, 11:05
슈퍼맨이 돌아왔다,11.899999999999999,20190929,오후9:15, 11:10
전국노래자랑,8.6,20190929,일요일낮, 1:20
TV 동물농장,8.5,20190929,일요일오전, 10:50
KBS 뉴스 12,8.1,20190929,낮12시, 오후 1시
KBS 뉴스 9,7.8,20190929,밤9시, 10시매주 주말 밤 9시 
미스터리 음악쇼 복면가왕,6.8,20190929,저녁6:15, 7:55
런닝맨 (텔레비전 프로그램),6.6,20190929,오후5:00, 6:25
사장님 귀는 당나귀 귀,6.3,20190929,오후5:00, 6:30
여름아 부탁해,21.3,20190930,저녁8:30, 9:00
태양의 계절 (드라마),13.2,20190930,저녁7:50, 8:30 (본방송)매주 목요일 낮 12:10 
KBS 뉴스 9,13.0,20190930,밤9시, 10시매주 주말 밤 9시 
인간극장,9.1,20190930,아침7:50, 8:25
가요무대,8.8,20190930,밤10:00, 10:50
우리말 겨루기,8.3,20190930,저녁7:40, 8:25
KBS 뉴스 7,6.6,20190930,저녁7시, 7시 40분
생활의 달인,6.15,20190930,밤8:55, 9:40
아침마당,6.1,20190930,8시25분, 오전 9시 30분
동상이몽 2,5.65,20190930,밤10:40, 12:00
